,id,Цитата,Автор
805,805,"Всякая религия является не чем иным, как фантастическим отражением в головах людей тех внешних сил, которые господствуют над ними в их повседневной жизни,— отражением, в котором земные силы принимают форму неземных.",Ф. Энгельс
806,806,"Масса пролетариата менее всего нуждается в проповеди отречения от земных благ, хотя бы уже потому, что у нее не осталось почти ничего, от чего бы она могла еще отречься.",Ф. Энгельс
807,807,"Собственная сущность человека много величествен­нее и возвышеннее, чем воображаемая сущность всех всевозможных «богов».",Ф. Энгельс
808,808,"Религия возникла в самые первобытные времена из самых невежественных, темных, первобытных представ­лений людей о своей собственной и об окружающей их внешней природе.",Ф- Энгельс
809,809,"Церковь основана на крови, кровью скреплена и кровью расширилась.",Эразм Роттердамский
810,810,"Религия — это повязка на глазах у человека, которая мешает ему видеть мир правильно.",Ем. Ярославский
811,811,"Некоторые думают, что религия объединяет людей. Религия на самом деле разделяет людей. Религия явля­лась и является источником целого ряда войн.",Ем. Ярославский
812,812,"Тем, кто увлекает людей на завоевание мира, не нужны ни справедливость, ни милосердие.",Ж. Венда
813,813,"Война — способ развязывания зубами политического узла, который не поддается языку.",Л. Кире
814,814,"Даже победоносная война — это зло, которое должно быть предотвращено мудростью народов.",О. Бисмарк
815,815,"Угрозы — оружие тех, кто сам под угрозой.",Д. Воккаччо
816,816,От войны нельзя ждать никаких благ.,Вергилий
817,817,"Подобно тому как самым большим физическим злом является смерть, так самым большим моральным злом является, конечно, война.",Ф Вольтер
818,818,"Многие почему-то думают, что несправедливые заво­евания менее позорят государства, чем кражи — отдель­ных лиц.",К. Гельвеций
819,819,"Каково бы ни было наше сегодня, мир — это наше завтра.",В. Гюго
820,820,"Мир — добродетель цивилизации, война — ее пре­ступление.",В. Гюго
821,821,"Нельзя допустить, чтобы люди направляли на свое собственное уничтожение те силы природы, которые они сумели открыть и покорить.",Ф. Жолио-Кюри
822,822,"Капитализм несет в себе войну, как туча бурю.",Ж. Жорес
823,823,"Если война причина зол, то мир будет их исцелением.",Квинтилиан
824,824,Видимость мира делает войну еще опаснее.,Клавдиан
825,825,Война есть продолжение политики иными сред­ствами.,К. Клаузевиц
826,826,"Всякая освободительная война священна, всякая поработительная война достойна проклятия.",Ж. Лакордер
827,827,Война есть испытание всех экономических и органи­зационных сил каждой нации.,В. И. Ленин
828,828,"Самое опасное в войне — это недооценить противни­ка и успокоиться на том, что мы сильнее.",В. И. Ленин
829,829,Без насилия по отношению к насильникам нельзя избавить народ от насильников.,В. И. Ленин
830,830,"Лучше верный мир, чем расчет на победу.",Тит Ливай
831,831,"Мы — нация, верящая в разум, но, если мы потеряем эту веру, заменив ее верой в силу оружия, мы погибнем, невзирая на все наше сверхатомное вооружение.",Д. Лилиенталь
832,832,К оружию следует прибегать в последнюю очередь — когда другие средства окажутся недостаточны.,Макиавелли
833,833,Один акт насилия может быть искоренен только другим таким же актом.,К. Маркс
834,834,"Всякий стоящий у государственной власти обязан избегать войны то что так же, как капитан корабля избегает кораблекрушения.",Мопассан
835,835,Война есть одно из величайших кощунств над чело­веком и природой.,Я. Мясковский
836,836,"Народу столь же полезно бояться войны, как отдель­ному индивидууму — смерти.",Ж. Репар
837,837,"Подлинный мир требует, чтобы прежде всего были устранены хозяева войны.",Р. Роллан
838,838,"Единство — вот залог победы, в войне или мире — все равно.",Г. Ролленгаген
839,839,"Всякий договор есть скорее временная передышка, чем настоящий мир.",Ж.-Ж. Руссо
840,840,"Всякую войну легко начать, но крайне трудно кон­чить.",Саллюстий
841,841,"Не проливать ничьей крови, обеспечить покой всему миру и мир своему веку — вот высшая доблесть.",Сенека Младший
842,842,Война — не приключение. Война — болезнь. Как тиф.,А. Сент-Экзюпери
843,843,"Мир — высшее благо, какого люди желают в этой жизни.",М. Сервантес
844,844,Мир — величайшее из благ.,Силий Италик
845,845,"Благоразумному подобает все испробовать, прежде чем прибегать к оружию.",Теренций
846,846,Мир есть первое условие для культурного развития.,А. П. Толстой
847,847,"Война — это зло, позорящее человеческий род.",Ф. Фенелон
848,848,"Всеобщий мир царил бы на земле, если бы не было понятий «мое» и «твое».",Г. Филдинг
849,849,"Разбойник с большой дороги, участвует ли он в шай­ке или грабит в одиночку, равно остается грабителем; и нация, затевающая неправедную войну, есть не что иное, как большая шайка грабителей.",Б. Франклин
850,850,"У мира есть свои победы, их не меньше, чем у вой­ны, но ему не приходится ставить столько памятников.",К. Хаббард
851,851,"Хочешь мира — готовь его, готовь, не щадя своих сил, каждый день твоей жизни, каждый час твоих дней.",А. Цвейг
852,852,"Мир настолько благодетелен, что самое это слово ласкает слух.",Цицерон
853,853,"Лишь немногие, чье подлое благополучие зависит от народного горя, делают войны.",Эразм Роттердамский
854,854,"Цивилизация — это непрестанное искание мирных путей разрешения конфликтов, всеобщее стремление к миру.",М. Эсколи
855,855,"Если вам дорога ваша собственная репутация, имейте дело лишь с людьми, обладающими достойными качествами, ибо лучше быть одному, чем в дурной компании.",Д. Вашингтон
856,856,"Прежде чем нападать па злоупотребление, нужно взвесить, можно ли устранить причины?",Л. Вовенарг
857,857,"День оценивай к вечеру, а жизнь — к концу.",Д. Герберт
858,858,"Живи, помня, как коротка жизнь.",Гораций
859,859,"Никогда не подходите к человеку, думая, что в нем больше дурного, чем хорошего.",М. Горький
860,860,"Коль не можешь подчиняться, сам приказывать не смей!",Д. Гурамишвили
861,861,"Оправдайте, не карайте, но назовите зло злом.",Ф. М. Достоевский
862,862,"Ничего не откладывай на после, ибо после тебе легче не будет.",Жан Поль
863,863,"Не будьте рабами неба, если вы хотите быть свобод­ными на земле.",А. Клоотс
864,864,Не следует судить о человеке по лицу — оно поз­воляет лишь строить предположения.,Ж. Лабрюйер
865,865,"Веди счет каждому дню, учитывай каждую потра­ченную минуту! Время — единственное, где скаредность похвальна.",Г. Манн
866,866,"Не бойся твоего бога,— бойся самого себя. Ты сам творец своих благ и причина своих бедствий. Ад и рай находятся в твоей собственной душе.",С. Марешаль
867,867,"Во всем нужно держаться трех начал: истинного, честного и полезного.",Ж. Мармонтель
868,868,"Если ты человек, то не называй человеком того, кто не проявляет заботы о нуждах народа.",А. Навой
869,869,"Умей жить и тогда, когда жизнь становится невыно­симой. Сделай ее полезной.",А. Островский
870,870,"Берегите время: это — ткань, из которой соткана жизнь.",С. Ричардсон
871,871,"Наблюдайте природу и следуйте дорогой, которую она вам указует.",Ж.-Ж. Руссо
872,872,Самое полезное в жизни — это собственный опыт.,В. Скотт
873,873,"Кто хочет сдвинуть мир, пусть сдвинет себя!",Сократ
874,874,"Не выноси приговора, не выслушав обеих сторон.",Солон
875,875,"Если вы хотите, чтобы жизнь улыбалась вам, подарите ей сначала свое хорошее настроение.",Б. Спиноза
876,876,"Чтобы знать человека, нужно изучить себя; чтобы знать людей, нужно жить с ними.",Стендаль
877,877,"Умей чувствовать рядом с собой человека, умей читать его душу, увидеть в его глазах его духовный мир – радость, беду, несчастье, горе.",В. А. Сухомлинский
878,878,"Говори о человеке, поступке, явлении, событии то, что ты думаешь. Никогда не стремись угадать, каких слов от тебя кто-то ожидает. Это стремление может сде­лать из тебя лицемера, подхалима и в конечном счете — подлеца.",В. А. Сухомлинский
879,879,"Если тебя захватит идея, воодушевись ею. Ибо Человек должен обладать способностью воодушевляться.",Э. Тельман
880,880,"Чтобы быть такими, как наши предки, мы должны быть лучше: подражатель — не последователь.",У. Филлипс
881,881,"Не откладывайте на завтра то, что нынче можете сделать.",Б. Франклин
882,882,"Любишь ты жизнь? Тогда не теряй времени; ибо время — ткань, из которой состоит жизнь.",Б. Франклин
883,883,"Не следует предаваться сожалениям о прошлом, ни жаловаться на перемены, которые нам в тягость, ибо перемена есть самое условие жизни.",А. Франс
884,884,"Поступай так, как велит долг человека.",Цицерон
885,885,"Прокладывай дорогу к разуму человека через его сердце. Дорога, ведущая непосредственно к разуму, сама по себе хороша, но, как правило, она несколько длиннее и, пожалуй, не столь надежнее.",Ф. Честерфилд
886,886,"Надо быть ясным умственно, чистым нравственно и опрятным физически.",А. П. Чехов
887,887,"Вели хочешь, чтобы у тебя было мало времени, ниче­го не делай.",А. П. Чехов
888,888,"Бойся человека, бог которого живет на небе.",Б. Шоу
889,889,Коли хочешь освободить меня — будь свободен сам.,Р. Эмерсон
890,890,Приспособьтесь к ритму природы: се секрет — в тер­пении.,Р. Эмерсон
891,891,"Не берись судить других, прежде чем не сочтешь себя в душе достойным занять судейское место.",Эпиктет
892,892,"Если ты хочешь быть беспристрастным судьею, смот­ри не на обвинителя, а на самое дело.",Эпиктет
893,893,"Жизнь короткую, но честную всегда предпочитай жизни долгой, но позорной.",Эпиктет
894,894,Цитаты великих людей о любви,Аристотель
895,895,"Любить — значит желать другому того, что считаешь за благо, и желать притом не ради себя, но ради того, кого любишь, и стараться по возможности доставить ему это благо.",О. Бальзак
896,896,"Любовь — это удивительный фальшивомонетчик, постоянно превращающий не только медяки в золото, но нередко и золото в медяки.",О. Бальзак
897,897,Любовь соединяет в себе все добрые качества чело­века.,О. Бальзак
898,898,"Любовь — единственная страсть, не признающая ни прошлого, ни будущего",А. Барбюс
899,899,Понять жизнь и полюбить ее в другом существе — и этом задача человека и в этом его талант: и каждый может посвятить себя полностью только одному чело­веку.,В. Г. Белинский
900,900,"Истинно человеческая любовь может быть основана только на взаимном уважении друг в друге человеческого достоинства, а не на одном капризе чувства и не на одной прихоти сердца.",В. Г. Белинский
901,901,"Всякая любовь истинна и прекрасна по-своему, лишь бы только она была в сердце, а не в голове.",В. Г. Белинский
902,902,"Видеть и уважать в женщине человека — не только необходимое, но и главное условие возможности любви для порядочного человека нашего времени.",В. Г. Белинский
903,903,"Любовь часто ошибается, видя в любимом предмете то, чего нет, но иногда только любовь же и открывает в нем прекрасное или великое, которое недоступно наблюдению и уму.",Красивые цитаты великих людей о любви
904,904,"Нельзя отрицать влияние нравственных качеств на чувство любви, но когда любят человека, любят его всего, не как идею, а как живую личность, любят в нем особенно то, чего не умеют ни определить, ни назвать.",В. Г. Белинский
905,905,"Сердце имеет свои законы — правда, не такие, из которых легко было бы составить полный систематический кодекс.",В. Г. Белинский
906,906,"Для любви нужно разумное содержание, как масло для поддержки огня.",В. Г. Белинский
907,907,"Любовь имеет свои законы развития, свои возрасты, как жизнь человеческая. У нее есть своя роскошная весна, свое жаркое лето, наконец, осень, которая для одних бывает теплою, светлою и плодородною, для дру­гих — холодною, гнилою и бесплодною.",В. Г. Белинский
908,908,"Поэтическая, страстная любовь — это цвет нашей жизни, нашей молодости.",В. Г. Белинский
909,909,"В юности человека самое мимолетное чувство и все наслаждения любви должны быть эстетичны, чтоб не быть безнравственными.",В. Г. Белинский
910,910,Любовь дается только любви.,В. Г. Белинский
911,911,Любви не знавший дуралей достоин сожаленья.,Р. Берне
912,912,"Велики силы любви, располагающие любящих к трудным подвигам, перенесению чрезвычайных негаданных опасностей.",Д. Боккаччо
913,913,"Привязанность не должна обладать слишком ост­рым зрением, а любовь не должна изготавливаться при помощи увеличительных стекол.",Т. Браун
914,914,"Тот, кто любит, должен испытать участь того, кого он любит.",М. Булгаков
915,915,"Разлука для любви — что ветер для огня: слабую она гасит, а большую раздувает.",Р. Бюсси
916,916,"Любовь — самая сильная из всех страстей, потому что она одновременно завладевает головою, сердцем и телом.",Вольтер
917,917,"Женщина лишь тогда верит слову «люблю», когда оно сказано тихо и просто.",Я. Талан
918,918,"Любовь никогда не требует, она всегда дает. Любовь всегда страдает, никогда не выражает протеста, никогда не мстит за себя.",М. Ганди
919,919,"Трус неспособен проявлять любовь, это прерога­тива храброго.",М. Ганди
920,920,"Истинная сущность любви состоит в том, чтобы отка­заться от сознания самого себя, забыть себя в другом «я» и, однако, в этом исчезновении и забвении обрести самого себя и обладать самим собой.",Г. Гегель
921,921,"Любовь! Это самая возвышенная и победонрсная из всех страстей! Но ее всепокоряющая сила йаключается в безграничном великодушии, в почти сверхчув­ственном бескорыстии.",Г. Гейне
922,922,"Любовь становится моральным грехом, когда она делается главным занятием. Она расслабляет тогда ум и заставляет деградировать душу.",К. Гельвеций
923,923,"Любовь и дружба — взаимное эхо: они дают столько, сколько берут.",А. И. Герцен
924,924,"Любовь — высокое слово, гармония создания тре­бует ее, без нее нет жизни и быть не может.",А. И. Герцен
925,925,"Любовь — пышный, изящный цветок, венчающий и оканчивающий индивидуальную жизнь; но он, как все цветы, должен быть раскрыт одною стороною, луч­шей стороной своей к небу.",А. И. Герцен
926,926,Близость возлюбленной сокращает время.,И. Гёте
927,927,"Первая любовь неиспорченной юности направлена всегда на возвышенное. Природа как будто хочет, что­бы один пол чувственно воспринимал в другом доброе и прекрасное.",И. Гёте
928,928,"Любовь, которая боится препятствий,— не любовь.",Д. Голсуорси
929,929,Великая любовь неразлучна с глубоким умом.,И. А. Гончаров
930,930,"Истинная любовь бьет в сердце, как молния, и нема, как молния.",М. Горький
931,931,"Жизнь устроена так дьявольски искусно, что, не умея ненавидеть, невозможно искренне любить.",М. Горький
932,932,"Последствия любви всегда одни и те же — новый человек! Я говорю не о ребенке, а о людях, которые любят, ведь это чувство обновляет душу, делает людей иными, лучше, красивее.",М. Горький
933,933,"Краше солнца — нету в мире бога, нет огня — огня любви чудесней!",М. Горький
934,934,"Жизнь без любви не жизнь, а существование. Без любви жить невозможно, для того и дана душа чело­веку, чтобы любить,",М. Горький
935,935,Любовь — это желание жить.,М. Горький
936,936,"Дюбовь — это взаимное изменение влюбленных, изменение обоих навстречу друг другу.",Д. Гранин
937,937,"Любовь всегда превосходит веру в нее. Повседневные слова: если бы ты знала, как я тебя люблю! — заключают в себе глубокую и бесконечную истину.",В. Гумбольдт
938,938,"Первый симптом любви у молодого человека — ро­бость, а у девушки — смелость. Оба пола проявляют тенденцию к сближению, и каждый воспринимает ка­чества друг друга.",В. Гюго
939,939,"Самое большое счастье в жизни — это уверенность, что тебя любят.",В. Гюго
940,940,"Истинная любовь не знает пресыщения. Будучи все­цело духовной, она не может охладиться.",В. Гюго
941,941,"Только та любовь справедлива, которая стремится к прекрасному, не причиняя обид",Демокрит
942,942,"Кто сам не любит никого, того, кажется мне, тоже никто не любит.",Демокрит
943,943,"Известно, что пламенное чувство изъясняется крат­ко, но сильно.",Г. Р. Державин
944,944,"Любовь подобна кори: чем позже приходит, тем опаснее.",Д. Джерролд
945,945,"Подобно тому, как любовь без уважения недолговеч­на и непостоянна, так и уважение без любви холодно и немощно.",Б. Джонсон
946,946,"Любовь — творец всего доброго, возвышенного, сильного, теплого и светлого.",Ф. Э. Дзержинский
947,947,Настоящий праздник души — слияние человеческих чувств.,Э. Дзержинский
948,948,"Любовь зовет к действию, к борьбе.",Э. Дзержинский
949,949,"Любовь, которая обращена лишь к одному лицу и которая исчерпывает в нем всю радость жизни, превращая все остальное лишь в тяжесть и муку, — такая любовь несет в себе яд для обоих.",остальное
950,950,"Любовь часто отнимает разум у того, кто его имеет, и дает тем, у кого его нет.",Э. Дзержинский
951,951,Любовь — интереснейшая и самая простительная из всех человеческих слабостей.,Д. Дидро
952,952,"Теряя любовь женщины, можно обвинить только самого себя за неумение сохранить эту любовь.",Ч. Диккенс
953,953,Я. А. Добролюбов,А. Добролюбов
954,954,"Радость и счастье — это дети любви, но сама лю­бовь, как сила,— это терпение и жалость.",М. М. Пришвин
955,955,"Тот человек, кого ты любишь во мне, конечно, лучше меня: я не такой. Но ты люби, и я постараюсь быть лучше себя.",М. М. Пришвин
956,956,"Гигиена любви состоит в том, чтобы не смотреть на друга никогда со стороны и никогда не судить о нем вместе с кем-нибудь.",М. М. Пришвин
957,957,"В любви можно доходить до всего, все простится, только не привычка.",М. М. Пришвин
958,958,"Тот, кто безумствам конца ожидает, безумен: у на­стоящей любви нет никаких рубежей.",Проперций
959,959,Истинная любовь не знает меры и границ.,Проперций
960,960,"Много страшных злодейств на свете, но, может, са­мое страшное — задушить любовь.","свете,"
961,961,Любовь несовместима со страхом.,В. Прус
962,962,Болезнь любви неизлечима.,Публилий Сир
963,963,"Любви бояться — означает бояться жизни, а кто жиз­ни боится, тот уже на три четверти мертв.",А. С. Пушкин
964,964,"Любовь смиряет гордые сердца, учит высокомерных снисхождению, но главное ее свойство — все возвышать и облагораживать.",Б. Рассел
965,965,"Любовь стоит ровно столько, сколько стоит человек, который ее испытывает. Все чисто у чистых людей.",Майн Рид
966,966,"В любви, как и в искусстве, не нужно говорить того, что было сказано другими: нужно говорить то, что чувствуешь; и тот, кто торопится говорить, когда ему еще нечего сказать, очень рискует никогда ничего не сказать.",Р. Роллан
967,967,"Благодеяние любви не только в том, что она внушает нам веру в другого человека, но и в том, что мы обретаем веру в себя.",Р. Роллан
968,968,"Любить — значит жить жизнью того, кого любишь.",Р. Ролклан
969,969,"Любовь уничтожает смерть и превращает ее в пустой призрак, она обращает жизнь из бессмыслицы в нечто осмысленное, из несчастья делает счастье.",Л. Н. Толстой
970,970,"Всегда кажется, что нас любят за то, что мы хороши. А не догадываемся, что любят нас оттого, что хороши те, кто нас любит.",Л. Н. Толстой
971,971,"Мы не любим людей не потому, что они злы, а мы считаем их злыми потому, что не любим их.",Л. Н. Толстой
972,972,"Буйной любви надо страшиться так же, как ненави­сти. Когда любовь прочна, она всегда ясна и спокойна.",Л. Н. Толстой
973,973,"Любовь сильнее смерти и страха смерти. Только ею, только любовью держится и движется жизнь.",Г. Торо
974,974,"Любовь должна прощать все грехи, только не грех против любви,",И. С. Тургенев
975,975,О. Уайльд,Уайльд
976,976,"В любви, как и в ненависти, могут быть соединены самые разнообразные чувства: и страдание, и наслаждение, и радость, и печаль, и страх, и смелость, и даже гнев и ненависть.",К. Д. Ушинский
977,977,"Для любви равно необходимы и суровые испытания жизни, и живые воспоминания того, как она, любовь, начиналась.",А. А. Фадеев
978,978,Влюбленному неведомы недостатки возлюбленной.,Фаррохи
979,979,"Чтобы познать человека, нужно его полюбить.",Л. Фейербах
980,980,Любящему часто и некрасивое кажется красивым.,Феокрит
981,981,"Любить того, кто очевидно нас ненавидит, не в приро­де человека.",Г. Филдинг
982,982,Любовь — самое утреннее из наших чувств.,Б. Фонтенелъ
983,983,"В человеке заложена вечная, возвышающая его по­требность любить.",А. Франс
984,984,Без умственной культуры не может быть и утончен­ных чувств.,А. Франс
985,985,"Истинная любовь не нуждается ни в симпатии, ни в уважении, ни в дружбе; она живет желаниями и питается обманом.",А. Франс
986,986,"Когда нам кажется, что мы знаем другого,— это вся­кий раз означает конец любви.",М. Фриш
987,987,"Нельзя любить ни того, кого боишься, ни того, кто тебя боится.",Цицерон
988,988,"Что значит любить человека? Это значит радоваться тому, что хорошо для него, иметь удовольствие в том, чтобы делать все, что нужно, чтоб ему было лучше.",Н. Г. Чернышевский
989,989,"Любить умеет не только тот, кто любит кричать о своей любви; у умного чувство выражается и словом и делом, у иного только делом, и, может быть, тем силь­нее, чем молчаливее.",Н. Г. Ч ернышевский
990,990,"Истинная любовь очищает, возвышает всякого чело­века, совершенно преобразуя его.",Н. Г. Чернышевский
991,991,"Только тот любит, кто помогает любимой женщине возвышаться до независимости.",Н. Г. Чернышевский
992,992,Какое это огромное счастье любить и быть любимым.,А. П. Чехов
993,993,"Когда любишь, то такое богатство открываешь в себе, столько нежности, ласковости, даже не верится, что так умеешь любить.",А. П. Чехов
994,994,"То, что мы испытываем, когда бываем влюблены, быть может, есть нормальное состояние. Влюбленность указывает человеку, каким он должен быть.",А. П. Чехов
995,995,"Любовь подобна эпидемической болезни: чем больше мы ее боимся, тем беззащитней мы перед ней.",Н. Шамфор
996,996,"Любовь есть животворный огонь в душе человеками все, созданное человеком под влиянием этого чувства, отмечено печатью жизни и поэзии.",Т. Г. Шевченко
997,997,"Любовь всесильна, нет на земле ни горя — выше кары ее, ни счастья — выше наслаждения служить ей.",В. Шекспир
998,998,"Любовь придает благородство даже и тем, которым природа отказала в нем.",В. Шекспир
999,999,"Истинная любовь не может говорить, потому что истинное чувство выражается скорее делом, чем словами.",В. Шекспир
1000,1000,"Не любит тот, кто про любовь всем трубит.",В. Шекспир
1001,1001,Любовь сильнее страха смерти.,В. Шекспир
1002,1002,Всякое препятствие любви только усиливает ее.,В. Шекспир
1003,1003,"Бедна любовь, если ее можно измерить.",В. Шекспир
1004,1004,"Для развитого человека любовь не слепа, и если он любит — он знает, кого он любит и почему он любит.",Н. В. Шелгунов
1005,1005,"Любовь чахнет под принуждением; самая ее сущ­ность — свобода; она несовместима с повиновением, с ревностью или страхом; она там наиболее чиста, со­вершенна и безгранична, где ее приверженцы живут в доверии, в равенстве и отсутствии условности.",П. Шелли
1006,1006,Любовь быть хочет жертвою свободной.,Ф. Шиллер
1007,1007,Верная любовь помогает переносить все тяжести.,Ф. Шиллер
1008,1008,Любовь возвышает великие души.,Ф. Шиллер
1009,1009,"Любовь слишком великое чувство, чтоб быть только личным интимным делом каждого!",Б. Шоу
1010,1010,"Если человек не влюблялся до сорока лет, то лучше ему не влюбляться и после.",Б. Шоу
1011,1011,"Любовь не что иное, как отражение в людях собствен­ных достоинств человека.",Р. Эмерсон
1012,1012,"Никто не может быть ни всезнающим, ни всемо­гущим.",Вергилий
1013,1013,"Нам легче приобрести лоск всезнания, чем основа­тельно овладеть небольшим числом знаний.",Л. Вовенарг
1014,1014,"Дух подвластен тому же закону, что и тело — невоз­можности существования без постоянного питания.",Л. Вовенарг
1015,1015,"Неученость не есть недостаток ума, а знание не есть признак гения.",Л. Вовенарг
1016,1016,"Немалое достоинство состоит в том, чтобы признать невежеством то, что другие почитают знанием, и откры­то признавать, что ты не знаешь того, чего действительно не знаешь.",П. Гассенди
1017,1017,Повторное чтение уже прочитанных книг — самый надежный пробный камень образованности.,К. Геббелъ
1018,1018,"Кто хочет достигнуть великого, тот должен уметь ограничивать себя. Кто же, напротив, хочет всего, тот на самом деле ничего не хочет и ничего не достигнет.",Г. Гегель
1019,1019,Знание некоторых принципов легко возмещает не­знание некоторых фактов.,К. Гельвеций
1020,1020,Многознайство уму не научит.,Гераклит
1021,1021,"Знание есть сила, и против этой силы не устоят са­мые окаменелые заблуждения, как не устояла против нее инерция окружающей нас природы.",А. И. Герцен
1022,1022,"Трудных предметов нет, но есть бездна вещей, которых мы просто не знаем, и еще больше таких, которые знаем дурно, бессвязно, отрывочно, даже ложно. И эти – то ложные сведения еще больше нас останавливают и сбивают, чем те, которых мы совсем не знаем.",А. И. Герцен
1023,1023,"Чего не понимают, тем не владеют.",И. Гёте
1024,1024,"Приобретать познания недостаточно еще для челове­ка, надо уметь отдавать их в рост.",И. Гёте
1025,1025,"Научиться можно только тому, что любишь.",И. Гёте
1026,1026,"Человек познает сам себя только в той мере, в какой он познает мир.",И. Гёте
1027,1027,Опыт — вот учитель жизни вечной.,И. Гёте
1028,1028,"Если теряешь интерес ко всему, то теряешь и память.",И. Гёте
1029,1029,"Человек должен верить, что непонятное можно по­нять: иначе он не стал бы размышлять о нем.",И. Гёте
1030,1030,"Теория, друг мой, сера, но зелено вечное дерево жизни.",И. Гёте
1031,1031,"Источник знания неистощим: какие успехи ни при­обретай человечество на этом пути, все людям будет оставаться искать, открывать и познавать.",И. А. Гончаров
1032,1032,"Знание — это абсолютная ценность нашего мира. Необходимо учиться, необходимо познавать. Непознаваемого — не существует, мы можем говорить лишь о том, что существует непознанное.",М. Горький
1033,1033,"Знать необходимо не затем, чтоб только знать, но для того, чтобы научиться делать.",М. Горький
1034,1034,"Идя на смену отцам и матерям, на помощь старшим братьям и сестрам в их великом труде, молодежь должна неутомимо вооружаться знаниями.",М. Горький
1035,1035,"Чтобы хорошо жить, надо хорошо работать, чтобы крепко стоять на ногах, надо много знать.",М. Горький
1036,1036,"Нет силы более могучей, чем знание: человек, воору­женный знанием,— непобедим.",М. Горький
1037,1037,"Чем больше знает человек, тем он сильнее.",М. Горький
1038,1038,"Нет оружия более острого, чем знание, основанное на трудовых процессах.",М. Горький
